Name,Price,Reviews,Popularity,Developer,Genres,Critics score,OS,Processor,Memory,Graphics,DirectX,Network,Storage
MY WOLF - Desktop Wild Pet,102,Very Positive,159,3dm_live_wallpapers,"Adventure, Casual, Indie, Simulation, Utilities",,['Windows10'], Intel® Core™ i3-7100U Processor, 4 GB RAM, GeForce 1050 ti, Version 11,, 1100 MB available space
Obama Boss Fight,69,Very Positive,13,xXx_Skipper_xXx,"Action, Indie",,['Windows10'], AMD Athlon II X3 450, 4 GB RAM, GeForce GT 710, Version 11,, 4 GB available space
Three Heroes,69,Mixed,831,Cats Who Play,"Action, Adventure, Indie",,[]," Pentium IV, Athlon XP", 512 MB RAM, DirectX 9 support video card, Version 9.0c,, 3 GB available space
KeyWe - The 100th Grand Ol' Telepost Tournament,154,Positive,13,Stonewheat & Sons,"Casual, Indie",,[]," Intel i3-2100 , AMD A8-5600k", 4 GB RAM," GeForce GTX 630 , Radeon HD 6570", Version 11,, 4 GB available space
Ball 3D: Soccer Online,30,Very Positive,117,Unusualsoft,Sports,,['WindowsXP'], 2.0 GHz, 1 GB RAM, DirectX 9.0c and Shader Model 3.0 support (almost all graphics cards), Version 9.0c, Broadband Internet connection, 500 MB available space
Pizza Connection 2,149,Mostly Positive,195,Assemble Entertainment,"Simulation, Strategy",,[], 1.8 GHz, 512 MB RAM, 3D graphics card compatible with DirectX 7 (compatible with DirectX 9 recommended),,, 1 GB available space
Ceville,102,Very Positive,132,Realmforge Studios,"Action, Adventure, Strategy",73,,,,,,,
AeternoBlade II Soundtrack,259,No user reviews,,"Corecell Technology Co.,Ltd",,,,,,,,, 94 MB available space
Syrian Warfare Original Soundtrack,98,Positive,49,Cats Who Play,"Indie, Strategy",,[], 1Ghz, 512 MB RAM, Intel graphics,,, 200 MB available space
"BEAR, VODKA, STALINGRAD!🐻",69,Overwhelmingly Positive,727,Rabotiagi games,"Action, Adventure, Indie",,['Windows7'], Dual-Core 2.4 GHz, 2 GB RAM, DirectX® 9.0 compatible,,, 400 MB available space
MELTY BLOOD: TYPE LUMINA - Neco-Arc Round Announcements,82,Positive,19,"FRENCH-BREAD, TYPE-MOON, Lasengle Inc., TAMSOFT CORPORATION, GameLoop Inc.",Action,,['Windows10']," Intel Core i5, 3.2 GHz", 4 MB RAM," Nvidia GeForce GTX 680 , Radeon HD 7970", Version 9.0, Broadband Internet connection, 12 MB available space
Escape This,30,Mixed,67,Four Winged Studio,"Action, Casual, Indie, Strategy",,['Windows7'], AMD FX 6300, 500 MB RAM, GTX 750TI, Version 11,, 60 MB available space
Conscious Existence - A Journey Within,133,Very Positive,566,Marc Zimmermann,Indie,,['Windows10'], Intel Core i5-4590, 8 GB RAM, NVidia GTX 1080,,, 12 GB available space
Run!ZombieFood!,102,Very Positive,1044,VirusSea,"Adventure, Casual, Indie, Strategy",,"['Windows7', 'Windows10']", Intel Core 2 Duo, 2048 MB RAM, Nvidia GTX 460, Version 9.0c,, 300 MB available space
The Rare Nine,59,Mostly Negative,18,Agafonoff,"Action, Indie, Early Access",,"['WindowsXP', 'WindowsVista']", Dual Core 2.0 GHz, 512 MB RAM, Compatible with DirectX 9, Version 9.0,, 60 MB available space
DREAM LOGIC,133,Very Positive,129,Teleopsia Games,"Adventure, Indie",,"['Windows7', 'Windows8', 'Windows10']",, 4 GB RAM, NVIDIA GeForce® GT 730 2GB, Version 11,, 3 GB available space
Andarilho,80,Very Positive,12,SC Jogos,"Action, Adventure, Casual, Indie, Simulation",,['Windows7'], 2GHz+, 4 GB RAM,, Version 11,, 2 GB available space
Moto Pizza Courier,80,Very Positive,11,"Atomic Fabrik, Cristian Manolachi","Adventure, Casual, Indie, Racing, Simulation, Sports",,['Windows7'], Intel Dual Core, 2 GB RAM, Intel HD graphics,,, 400 MB available space
Let's Learn Japanese! Vocabulary,133,Positive,36,Dr. Cyril Splutterworth,Indie,,"['Windows7', 'Windows8', 'Windows8', 'Windows10']", 1.5 GHz, 1 GB RAM,,, Broadband Internet connection, 174 MB available space
World Fighting Soccer 22,133,Positive,34,Melko Game Club,"Action, Indie, Sports",,['Windows7'], Intel Core i3 Processor, 4 GB RAM, Dedicated graphics card with 512MB RAM and Webgl enabled,,, 203.5 MB available space
Riaaf The Spider,29,Very Positive,112,"Evgeny Osmet, .ez Games","Adventure, Casual, Indie",,['WindowsXP'], Intel Pentium Dual CPU E2180 2.00GHz, 512 MB RAM, GPU that supports Shader Model 3 and depth textures, Version 9.0,, 80 MB available space
Hearts of Chaos,129,Mixed,25,Warfare Studios,"Adventure, Casual, Indie, RPG, Strategy",,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8', 'Windows10']", 2GHz, 128 MB RAM, DirectX 9.0 Compatible, Version 9.0,, 200 MB available space
Mirror 2: Project X - Home - Lani's Costumes,82,Mixed,157,KAGAMI Ⅱ WORKs,"Adventure, Indie, RPG",,['Windows10'], Intel Core i5-3570K, 8 GB RAM, NVIDIA GeForce GTX 1060, Version 11,, 1 GB available space
CT Special Forces: Fire for Effect,82,Mixed,90,"Asobo Studio, Hip Games",Action,,"['WindowsXP', 'Windows7', 'Windows8']", 1.2 GHz Processor, 512 MB RAM,,,,
Ballway,129,Very Positive,53,Freedomize Studio,"Casual, Indie",,['Windows8'], 1.5 Ghz, 2 GB RAM, 256 MB VRAM, Version 9.0c,, 90 MB available space
My Coloring Book: Professions,30,Mostly Positive,32,For Kids,"Casual, Indie",,['WindowsXP'], Core2Duo, 512 MB RAM, Intel HD2000,,, 2 GB available space
Gordian Rooms 1: A curious heritage,199,Very Positive,359,Crimsonite Games,"Adventure, Indie",,['Windows7']," Intel i3 series, 2 Ghz", 4 GB RAM, Intel UHD Graphics, Version 11,, 3 GB available space
Mirror 2: Project X - Home - Caiyun&Qianxi's Costumes,82,Mixed,228,KAGAMI Ⅱ WORKs,"Adventure, Indie, RPG",,['Windows10'], Intel Core i5-3570K,, NVIDIA GeForce GTX 1060, Version 11,, 1 GB available space
The Crown of Leaves: Chapter 2,65,Very Positive,85,Lingrimm,"Adventure, Indie",,['Windows7'], 2.90 GHz, 3 GB RAM, GeForce GTX 650+, Version 11,, 3 GB available space
The Uncertain: Last Quiet Day,259,Mostly Positive,1514,New Game Order,"Adventure, Indie",,['Windows7'], Intel i3, 4 GB RAM, NVIDIA GTX 570, Version 11,, 8 GB available space
Dark Devotion Soundtrack,61,4 user reviews,,Hibernian Workshop,"Action, Adventure, Indie, RPG",,,,,,,, 100 MB available space
Succubus - Ukraine Support,133,9 user reviews,,Madmind Studio: Team Alpha,"Action, Adventure",,"['Windows7', 'Windows8', 'Windows10']"," i5-6500, Ryzen 5 1600", 8 GB RAM," GTX 1050, RX 460 (or equivalent with at least 4GB of memory)", Version 11,, 70 GB available space
Viking Saga: The Cursed Ring,79,Positive,35,Realore,"Adventure, Casual, Simulation, Strategy",,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8', 'Windows10']", Pentium III 800MHz, 256 MB RAM, Graphics card with 32MB Video RAM,,, 115 MB available space
Skyhook,133,Very Positive,97,Megastorm Games,"Action, Indie",,['WindowsXP'], 1.66 GHz Dual Core Processor, 1 GB RAM, Intel HD Graphics,,, 300 MB available space
Warface - Open Cup Rifleman Set,30,Mixed,45,MY.GAMES,"Action, Free to Play, Massively Multiplayer, RPG",,"['Windows7', 'Windows8', 'Windows10']"," Core i3-530 , AMD Athlon II X3 415e", 4 GB RAM," GeForce 250 GTS , Radeon HD 4850", Version 10, Broadband Internet connection, 30 GB available space
BAND OF BROTHERS,30,Mixed,34,Game for games,"Action, Adventure, Casual",,['Windows7'], 2.6 GHz Dual Core, 4 GB RAM, GeForce GTX 500 series, Version 9.0c, Broadband Internet connection, 2 GB available space
Rustissimo PRO,133,Mixed,15,JaviteSoft,"Free to Play, Indie, Utilities",,['Windows10'], 2 GHz, 2 GB RAM,,,, 20 MB available space
Weable,30,Very Positive,12,SPECTRUM GAMES,"Action, Casual, Indie",,['WindowsXP'], Intel® Pentium® III,,, Version 9.0,, 300 MB available space
KurtzPel,0,Mixed,78,KOG,"Action, Free to Play, Early Access",,[], Intel® Core™ i3 6100 3.7 GHz, 8 GB RAM, NVIDIA® GeForce® GTX 750 ti, Version 11, Broadband Internet connection, 30 GB available space
Silicone-2,68,Mixed,33,Tort,Action,,['Windows8'], i7, 8 GB RAM, GTX 965M, Version 10,, 200 MB available space
The Test: Secrets of the Soul,0,Overwhelmingly Positive,169,Randumb Studios,"Adventure, Casual, Free to Play, Indie, RPG, Simulation",,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8', 'Windows10']", Intel Pentium III 800 Mhz,, 1024x768,,, 700 MB available space
Inferno,133,Mostly Positive,14,Aldorlea Games,"Adventure, Indie, RPG",,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8', 'Windows10']", 2 GHz, 128 MB RAM, DirectX 9.0 Compatible, Version 9.0,, 300 MB available space
Insurgency: Sandstorm - Bear Claw Weapon Skin Set,119,Mostly Positive,22,New World Interactive,Action,,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i5-4440 (3.10GHz),AMD FX-6300 (3.50GHz)", 8 GB RAM," NVIDIA GeForce GTX 760,AMD Radeon HD 7970", Version 11,, 40 GB available space
Make America Great Again: The Trump Presidency,79,Very Positive,1607,Maverick Game Studio,"Action, Casual, Indie, Simulation, Strategy",,['Windows7'], Any, 1 GB RAM, Integrated Video Card,,, 550 MB available space
Urban Trial Freestyle,649,Very Positive,1234,Tate Multimedia,"Action, Racing, Simulation, Sports",58,['WindowsXP'], Intel Core®2 Duo, 2 GB RAM, Nvidia GeForce 8800,,, 1 GB available space
Lumini,289,Very Positive,74,Speelbaars,"Adventure, Indie",69,['Windows7'], 2.0 GHz Dual core, 2 GB RAM, Nvidia 8800, Version 9.0c,, 3 GB available space
Insurgency: Sandstorm - True Grit Weapon Skin Set,119,Mostly Positive,33,New World Interactive,Action,,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i5-4440 (3.10GHz),AMD FX-6300 (3.50GHz)", 8 GB RAM," NVIDIA GeForce GTX 760,AMD Radeon HD 7970", Version 11,, 40 GB available space
Whispering Willows,249,Very Positive,998,Night Light Interactive,"Adventure, Indie",,['Windows7'], 2.6 GHz, 4 GB RAM, GeForce 700 Series,,, 2396 MB available space
ATOMINE,249,Mostly Positive,280,Broken Arms Games,"Action, Indie",,['Windows7'], Intel Core i7, 8 GB RAM, NVIDIA® GeForce® GT 730,,, 1 GB available space
Bullet Girls Phantasia - Drilling Item: Massive Melons,61,3 user reviews,,SHADE Inc.,Action,,"['Windows8', 'Windows10']",,,,,,
Euro Truck Simulator 2 - Christmas Paint Jobs Pack,79,Very Positive,164,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class,,,
Knightblade,125,3 user reviews,,Solohack3r Studios,"Action, Adventure, Casual, Indie, RPG, Simulation",,"['Windows7', 'Windows8', 'Windows8', 'Windows10']", Intel Core 2 Duo, 1 GB RAM," DirectX 9,OpenGL 4.1 capable GPU", Version 9.0,, 620 MB available space
Bullet Girls Phantasia - Drilling Item: Clock,61,1 user reviews,,SHADE Inc.,Action,,"['Windows8', 'Windows10']",,,,,,
Fog Of War - Free Edition,0,Mixed,1727,Monkeys Lab.,"Action, Free to Play, Indie, Massively Multiplayer",,"['Windows7', 'Windows8', 'Windows10']", Two-core Intel, 8192 MB RAM, NVIDIA GeForce 470 GTX, Version 10, Broadband Internet connection, 6 GB available space
Little Nightmares - Upside-down Teapot,29,No user reviews,,Tarsier Studios,Adventure,,['Windows7'],  Intel CPU Core i3, 4 GB RAM, Nvidia GTX 460, Version 11, Broadband Internet connection,
Bullet Girls Phantasia - Drilling Item: Tiny Tatas,61,3 user reviews,,SHADE Inc.,Action,,"['Windows8', 'Windows10']",,,,,,
Little Nightmares - Scarecrow Sack,29,No user reviews,,Tarsier Studios,Adventure,,['Windows7'],  Intel CPU Core i3,, Nvidia GTX 460, Version 11, Broadband Internet connection, 10 GB available space
Bullet Girls Phantasia - Drilling Item: Devil Kitty Paw,61,4 user reviews,,SHADE Inc.,Action,,"['Windows8', 'Windows10']",,,,,,
Psychonauts Original Soundtrack,129,9 user reviews,,Double Fine Productions,Action,,,,,,,,
Up Left Out,61,Very Positive,355,Maciej Targoni,Indie,,['Windows7'], i3, 1 GB RAM, Intel HD4000,,, 200 MB available space
HAYAI,61,Very Positive,15,Chaoclypse,Action,,['Windows7'], 2.0 GHz dual core, 1024 MB RAM, Dedicated GPU with OpenGL 3.3 support,,, 100 MB available space
Never Again - Soundtrack,61,3 user reviews,,Primary Games,"Adventure, Indie",,[],,,,,,
Car Mechanic Simulator 2018 - Vans & Campers DLC,133,Positive,13,Petard Games,"Racing, Simulation",,[], Intel Core i3 3.0 GHz, 4 GB RAM, NVidia GeForce GTX 660 2GB, Version 11,,
Xenoslaive Overdrive,61,6 user reviews,,EVXIO,Action,,"['Windows7', 'Windows8', 'Windows8', 'Windows10']", Intel® Core™ i3 1.6 GHz, 2 GB RAM," NVIDIA GeForce GT 440, AMD Radeon HD 5550, Intel HD Graphics 4000", Version 11,, 512 MB available space
Hook,61,Very Positive,26,Maciej Targoni,"Casual, Indie",,['Windows7'],, 1 GB RAM," ATI Radeon X1300,NVIDIA GeForce 6600 GT,Intel HD 3000",,, 300 MB available space
Midnight's Blessing,133,Mixed,25,Warfare Studios,"Adventure, Casual, Indie, RPG",,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8']", 1.6 GHz, 128 MB RAM, DirectX 9.0 Compatible, Version 9.0,, 200 MB available space
Run Away,61,1 user reviews,,JOAO PORTO,"Action, Adventure, Casual, Indie",,[], 2.0 GHz, 2 GB RAM, 512 MB VRAM, Version 10,, 167 MB available space
Primitive Shooter,30,Very Positive,66,Primitive Studio,"Action, Indie, Strategy",,['WindowsXP'], Intel Core 2 duo +, 4 GB RAM, 1 GB, Version 11,, 500 MB available space
Phantom Tentacle,61,Very Positive,22,LSP GAME,"Adventure, RPG",,"['Windows7', 'Windows8', 'Windows10']"," Core i3,i5,i7,E3", 2 GB RAM,,,, 2 GB available space
bitDungeon OST,61,No user reviews,,Kinto Games LLC,"Action, Adventure, Indie, RPG",,[], 2GHz,,,,,
Asian Riddles 2,133,Mostly Positive,10,Creobit,Casual,,['WindowsXP'], 1500 MHz, 512 MB RAM,, Version 9.0,, 26 MB available space
IN THE BUILDING: CATS 2,82,Positive,17,Laush Dmitriy Sergeevich,"Adventure, Casual, Indie",,['Windows7'], 2.3 GHz Dual Core, 2 GB RAM, Intel HD 4000,,, 160 MB available space
Police Hot Pursuit,80,Mixed,12,"Cristian Manolachi, Atomic Fabrik","Adventure, Casual, Indie, Racing, Simulation, Sports",,['Windows7'], Intel Celeron, 1 GB RAM, Intel HD graphics,,, 60 MB available space
Machine Hunt,42,Mixed,442,Racing Bros,"Action, Indie",,['WindowsXP']," Intel(R) Core(TM)2 Duo 2.4, AMD Athlon(TM) X2 2.8 Ghz", 2 GB RAM," Geforce 9600 GS, Radeon HD4000, Shader Model 3.0, 512 MB",,, 5 GB available space
Heat Wave DLC - Jack's pack,39,Mixed,14,505 Games,Action,,['WindowsXP'], Intel Core 2 Duo, 4 MB RAM," Ati 5700 series, NVIDIA GeForce",, Broadband Internet connection,
Seek Girl Ⅵ,61,Mostly Positive,1055,DSGame,"Casual, Indie, Strategy",,"['Windows7', 'Windows8', 'Windows10']", Intel Core i3, 4 GB RAM,,,, 400 MB available space
Zed Survival,61,Positive,45,JibbyJib,"Action, Indie, RPG",,['Windows8'], 2.0 Ghz, 2 GB RAM, 256mb Video Memory,,, 50 MB available space
MINDNIGHT Hack Me Hard DLC - Soundtrack (Bonus Track + Jukebox Skin),61,Positive,42,No Moon,"Indie, Strategy",,[], Any, 1 MB RAM, Any,,, 30 MB available space
Seek Girl Ⅷ,61,Mixed,513,DSGame,"Casual, Indie",,"['Windows7', 'Windows8', 'Windows10']", Intel Core i3,,,,, 400 MB available space
Euro Truck Simulator 2 - Canadian Paint Jobs Pack,39,Very Positive,82,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class,,,
Alien Hostage,30,Mostly Positive,10,Four Winged Studio,"Casual, Indie, Simulation, Strategy",,['Windows7'], AMD FX 6300, 1 GB RAM, GTX 750 TI, Version 11,, 70 MB available space
PAYDAY 2: Weapon Color Pack 1,99,Mixed,139,OVERKILL - a Starbreeze Studio.,"Action, RPG",,['Windows7'],2 GHz Intel Dual Core Processor,4 GB RAM,Nvidia &amp; AMD (512MB VRAM),,,
MINDNIGHT,0,Very Positive,2960,No Moon,"Free to Play, Indie, RPG, Strategy",,['WindowsXP'], Dual Core +, 1 GB RAM, 512MB +,, Broadband Internet connection, 191 MB available space
Heroes Of Maidan 2,61,Very Positive,66,LuftWaffel,"Action, Indie, Strategy",,['Windows7'], 2.0 GHz CPU Dual Core, 2048 MB RAM, 512 MB, Version 9.0c,, 250 MB available space
Toram Online,0,Mostly Positive,97,"Asobimo, Inc.","Free to Play, Massively Multiplayer, RPG",,['Windows10']," Core i3-8300 , Ryzen 3 2300X", 8 GB RAM," GeForce GT 1030 (GDDR5) , Radeon RX 560", Version 12, Broadband Internet connection, 10 GB available space
Insurgency: Sandstorm - Midnight Blue Weapon Skin Set,119,Mixed,107,New World Interactive,Action,,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i5-4440 (3.10GHz),AMD FX-6300 (3.50GHz)", 8 GB RAM," NVIDIA GeForce GTX 760,AMD Radeon HD 7970", Version 11,, 40 GB available space
Star Realms - United: Assault,61,1 user reviews,,"Wise Wizard Games, LLC",Strategy,,['WindowsXP'],,, DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work.,,,
Cards of Cthulhu,30,Mostly Positive,12,Awoker Games,"Action, Indie, RPG",,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8', 'Windows10']"," Dual core Intel,AMD 1.8 GHz", 2 GB RAM, Intel HD 3000, Version 10,, 700 MB available space
Euro Truck Simulator 2 - Belgian Paint Jobs Pack,39,Very Positive,53,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class (Intel HD 4000),,,
Seek Girl Ⅶ,61,Mostly Positive,1130,DSGame,"Casual, Indie",,"['Windows7', 'Windows8', 'Windows10']", Intel Core i3, 4 GB RAM,,,, 400 MB available space
Milk inside a bag of milk inside a bag of milk Soundtrack,30,Very Positive,78,Nikita Kryukov,,,,,,,,, 350 MB available space
MANOS: The Hands of Fate ~ Director's Cut,61,Very Positive,119,FreakZone Games,"Action, Adventure, Indie",,['WindowsXP'], 200 Mhz Pentium processor, 256 MB RAM,,,, 23 MB available space
TRAPPED,30,Mixed,188,Cheap Fun Games,"Action, Adventure, Indie, Strategy, Early Access",,['Windows10']," Intel Core i5 , AMD Ryzen 2600", 8 GB RAM," GeForce GTX 1060 , Radeon RX 580", Version 11, Broadband Internet connection, 15 GB available space
Hello Charlotte EP3: Childhood's End,82,Very Positive,25,etherane,"Indie, RPG",,"['WindowsXP', 'WindowsVista', 'Windows7']", Intel® Pentium® 4 2.0 GHz, 500 MB RAM, 1024 x 768 pixels desktop resolution,,, 500 MB available space
Project RIP,309,Mixed,105,Storming Tech,"Action, Indie, RPG",,['Windows7'], Quad Core Intel, 4 GB RAM, GeForce GTS 450, Version 11, Broadband Internet connection, 10 GB available space
Beat the Nightmare – Evil Dreams Simulator VR,30,3 user reviews,,Imperian Online,"Action, Adventure, Casual, Indie, Simulation",,['Windows10'], Core i7-2600 , 16 GB RAM, GTX 970,,, 38 GB available space
Poly Bridge Soundtrack,129,Very Positive,62,Dry Cactus,"Indie, Simulation",,,,,,,,
3D Hardcore Cube 2,61,Mostly Positive,32,Laush Dmitriy Sergeevich,"Action, Casual, Indie",,['WindowsXP'], Athlon 2 X3 450, 1024 MB RAM, GeForce EN9600 GT,,, 200 MB available space
In Between,279,Very Positive,116,Gentlymad,Indie,68,['Windows7']," Intel Core 2 Duo at 2 GHz,", 2 GB RAM, Intel HD4000, Version 9.0c,, 1 GB available space
Tiny Bunny Soundtrack,61,Positive,14,Saikono,,,,,,,,, 60 MB available space
Bright Memory: Infinite Cyber Rabbit DLC,42,Positive,30,FYQD-Studio,"Action, Indie",,['Windows10']," INTEL E3-1230v2 , AMD FX-8350", 6 GB RAM, NVIDIA GeForce GTX 960, Version 11,, 10 MB available space
Beat Saber: Skrillex – 'Bangarang (feat. Sirah)',61,Mixed,15,Beat Games,Indie,,"['Windows7', 'Windows8', 'Windows10']", Intel Core i5 Sandy Bridge, 4 MB RAM, Nvidia GTX 960,,, 200 MB available space
Hide and Seek,30,Mixed,547,Funny Games,"Action, Casual, Indie, Massively Multiplayer, RPG",,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i5-4430 , AMD FX-6300", 4 GB RAM," NVIDIA GeForce GTX 660 1GB , AMD Radeon HD 6790 1GB",,, 500 MB available space
18+ Girls DLC,29,6 user reviews,,KuKo,Casual,,['WindowsXP'], 1 GHz, 512 MB RAM,,,,
混乱使者,30,Mixed,10,LOSEDEAD,"Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, RPG, Simulation, Sports, Strategy",,[], i3 650, 1 GB RAM, GTX660, Version 11,, 6.2 GB available space
Music Racer,61,Mostly Positive,11,AbstractArt,"Action, Casual, Indie, Racing",,['Windows7'], 1.2 GHz, 1 GB RAM, 256, Version 11,, 200 MB available space
Damn virgins,82,Positive,26,Luis Ruiz,"Action, Adventure, Indie",,"['WindowsXP', 'WindowsVista', 'Windows7']", 2.0+ GHz processor, 4 GB RAM, SM3-compatible video card, Version 9.0c,, 3 GB available space
Hentai Vs Furries,30,Very Positive,60,SeedWall,"Action, Adventure, Casual, Indie",,"['Windows7', 'Windows8', 'Windows10']", 2Ghz Processor, 4 GB RAM, NVIDIA GeForce GTX 660,, Broadband Internet connection, 4 GB available space
