Name,Price,Reviews,Popularity,Developer,Genres,Critics score,OS,Processor,Memory,Graphics,DirectX,Network,Storage
Untitled Goose Game,435,Overwhelmingly Positive,273,House House,"Action, Indie",79,['Windows7'],,,, Version 10,, 830 MB available space
American Truck Simulator - Idaho,549,Very Positive,538,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class (Intel HD 4000),,, 80 MB available space
Lost Eidolons,999,Mostly Positive,36,"Ocean Drive Studio, Inc.","Indie, RPG, Strategy",75,['Windows10'], Intel(R) Core(TM) i5-3570, 8 GB RAM, GeForce GTX 960, Version 11,, 15 GB available space
Tainted Grail: The Fall of Avalon,1100,Mostly Positive,536,Questline,"Action, Adventure, Indie, RPG, Early Access",,"['Windows7', 'Windows8', 'Windows10']", i5 8th gen, 12 GB RAM, GTX 1060 6GB, Version 11,, 15 GB available space
Surgeon Simulator 2,710,Mostly Positive,830,Bossa Studios,"Action, Casual, Indie, Simulation",,['Windows10'], Intel Core i3-3225 3.3 GHz, 4 GB RAM, GeForce GTX 460, Version 11, Broadband Internet connection, 10 GB available space
Hunt: Showdown - Double or Nothing,195,Very Positive,145,Crytek,Action,,['Windows10'], Intel i5-4590 @ 3.3GHz (4th Generation), 8 MB RAM, NVIDIA GeForce GTX 660 TI, Version 11, Broadband Internet connection, 20 MB available space
Disco Elysium - The Final Cut,725,Mostly Positive,1537,ZA/UM,RPG,97,['Windows7'], Intel Core 2 Duo, 2 GB RAM, DirectX 11 compatible video card (integrated, Version 11,, 20 GB available space
Cat Quest,289,Very Positive,43,The Gentlebros,"Action, Adventure, Casual, Indie, RPG",79,['Windows7']," Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz (4 CPUs), ~3.1GHz", 4 GB RAM, Intel(R) HD Graphics 520, Version 12,, 250 MB available space
Dorfromantik,309,Very Positive,273,Toukana Interactive,"Casual, Indie, Simulation, Strategy",,['Windows7']," 2 GHz Dual Core (Intel , AMD)", 3 GB RAM," Nvidia GT550M | AMD Radeon R7,HD 5650 | Intel HD 520",,, 650 MB available space
The Dark Pictures Anthology: Little Hope,799,Mixed,53,Supermassive Games,Adventure,,['Windows10'], Intel Core i5-3470, 8 GB RAM, NVIDIA GeForce GTX 750 Ti, Version 12, Broadband Internet connection, 80 GB available space
Do Not Feed the Monkeys,320,Overwhelmingly Positive,162,"Fictiorama Studios, BadLand Games Publishing S.L.","Indie, Simulation, Strategy",,['Windows7'], 2 GHz Dual Core CPU, 2 GB RAM," Nvidia GeForce 8600 GS, ATI Radeon HD 3470", Version 9.0c,, 1 GB available space
War Thunder - German Beginner's Pack,325,Mostly Negative,11,Gaijin Entertainment,"Action, Free to Play, Massively Multiplayer, Simulation",,"['WindowsXP', 'WindowsVista', 'Windows7']","2,2 GHz",1 GB RAM,Nvidia GeForce 6XXX series,,,
American Truck Simulator - Washington,549,Very Positive,640,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class (Intel HD 4000),,, 100 MB available space
TerraTech,465,Very Positive,134,Payload Studios,"Action, Indie",,['Windows7'], Intel Core2 Duo T7600 @ 2.33GHz, 4 GB RAM, nVidia GeForce 520M, Version 11,, 1 GB available space
Dome Keeper,650,Very Positive,273,Bippinbits,"Action, Indie",,['Windows7'], 2.5Ghz, 512 MB RAM, Support for OpenGL 3.3,,, 500 MB available space
Death in the Water 2,710,Very Positive,56,Lighthouse Games Studio,"Action, Adventure",,"['Windows7', 'Windows10']", Requires a 64-bit processor and operating system, 8 GB RAM," GeForce GTX 670 , GeForce GTX 1050 , AMD Radeon HD 7870", Version 11,, 7 GB available space
Royal Revolt II,0,Mostly Positive,161,Flaregames,"Action, Free to Play, Massively Multiplayer, RPG, Strategy",,,, 1 GB RAM,,,,
American Truck Simulator - Utah,549,Very Positive,449,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class (Intel HD 4000),,, 120 MB available space
Milk outside a bag of milk outside a bag of milk,199,Overwhelmingly Positive,334,Nikita Kryukov,"Casual, Indie",,['Windows7'], 1.8GHz Dual-Core CPU, 4 GB RAM, Integrated graphics, Version 10,, 700 MB available space
METAL GEAR SOLID V: THE PHANTOM PAIN,599,Very Positive,631,Konami Digital Entertainment,"Action, Adventure",91,"['Windows7', 'Windows8', 'Windows10']", Intel Core i5-4460 (3.40 GHz), 4 GB RAM, NVIDIA GeForce GTX 650 (2GB), Version 11,, 28 GB available space
1997,259,Positive,18,"Hit'n'Run Digital Studio, RUZURA Interactive","Adventure, Indie",,['Windows10'], 2.3 GHz, 2 GB RAM, 512 MB Display Memory,,, 1 GB available space
Hunt: Showdown – Frau Perchta,550,Mostly Negative,12,Crytek,Action,,['Windows10'], Intel i5-4590 @ 3.3GHz (4th Generation),, NVIDIA GeForce GTX 660 TI, Version 11, Broadband Internet connection, 20 GB available space
Hunt: Showdown - The Revenant,175,Very Positive,201,Crytek,Action,,['Windows10'], Intel i5-4590 @ 3.3GHz (4th Generation), 8 MB RAM, NVIDIA GeForce GTX 660 TI, Version 11,, 20 MB available space
Little Nightmares,849,Overwhelmingly Positive,451,Tarsier Studios,Adventure,81,['Windows7'],  Intel CPU Core i3, 4 GB RAM, Nvidia GTX 460, Version 11, Broadband Internet connection, 10 GB available space
Pistol Whip,515,Very Positive,31,Cloudhead Games ltd.,"Action, Indie",83,['Windows10'], Intel Core i5-4590, 8 GB RAM, Geforce GTX 970, Version 11,, 800 MB available space
The Battle of Polytopia,360,Very Positive,47,Midjiwan AB,"Action, Adventure, Casual, Indie, Simulation, Strategy",72,['WindowsXP'], Dual Core 2.0 Ghz, 1 GB RAM, 128mb Video Memory, Version 9.0,, 160 MB available space
Craftopia,465,Mostly Positive,93,Pocketpair,"Action, Adventure, Indie, RPG, Early Access",,['Windows7'], 2.0 GHz Dual Core, 8 GB RAM, VRAM 2GB, Version 11, Broadband Internet connection, 12 GB available space
The Stanley Parable: Ultra Deluxe,465,Overwhelmingly Positive,764,Crows Crows Crows,"Adventure, Casual, Indie",,['Windows7'], Intel Core i3 2.00 GHz, 4 GB RAM, NVIDIA GeForce 450,,, 5 GB available space
Rebel Inc: Escalation,349,Very Positive,64,Ndemic Creations,"Casual, Indie, Simulation, Strategy",,['Windows7'], 2.0GHz i5 Dual Core, 2 GB RAM, Intel HD graphics 530,,, 1 GB available space
Wayhaven Chronicles: Book Three,460,Mostly Positive,36,Hosted Games,"Adventure, Casual, Indie, RPG",,['Windows7'],,,,,,
Supraland Six Inches Under,380,Very Positive,40,Supra Games UG,Adventure,,['Windows7'], Intel Core2Duo 2.66GHz, 8 GB RAM, GTX 780, Version 11,, 6 GB available space
American Truck Simulator - New Mexico,549,Very Positive,868,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class (Intel HD 4000),,, 100 MB available space
Slime Rancher: Secret Style Pack,195,Very Positive,321,Monomi Park,"Action, Adventure, Indie, Simulation",,['Windows7'], 2.2GHz Dual Core, 4 GB RAM, 512MB VRAM, Version 11,, 1 GB available space
The Cycle: Frontier - Elite Pack,4119,Mixed,46,YAGER,"Action, Free to Play, Massively Multiplayer",,['Windows10'], Intel i5-4590, 6 GB RAM, NVIDIA GeForce GTX 760, Version 11, Broadband Internet connection,
INMOST,550,Very Positive,72,Hidden Layer Games,"Adventure, Indie",,['Windows7'], Intel i5, 1 GB RAM, Nvidia 450 GTS, Version 9.0c,, 2 GB available space
Internet Cafe Simulator 2,435,Mostly Positive,203,Cheesecake Dev,"Action, Adventure, Casual, Indie, Simulation, Strategy",,['Windows7'], 2 GHz Dual Core CPU, 4 GB RAM, Intel HD Graphics 4000,,, 7 GB available space
Magicka,199,Mostly Positive,74,Arrowhead Game Studios,"Action, RPG",74,"['WindowsXP', 'WindowsVista', 'Windows7']", Intel® Pentium® IV 2.4 GHz, 2 GB RAM,,,,
Icarus: Supporters Edition,0,Mixed,121,RocketWerkz,"Action, Adventure, Simulation",,['Windows10'], Intel i5 8400, 16 GB RAM, Nvidia GTX 1060 6GB, Version 11, Broadband Internet connection, 70 GB available space
Settlement Survival,710,Very Positive,127,Gleamer Studio,"Simulation, Strategy",,['Windows7'], I3-2100-3GHZ 2 Core, 4 GB RAM, NVDIA Geforce GTX-650 1GB, Version 11,, 1 GB available space
Black Squad,0,Mostly Positive,252,"VALOFE, NS STUDIO","Action, Free to Play",,['Windows10']," CORE2 DUO 2.2GHZ , AMD Athlon 64 X2 2.66GHz", 6 GB RAM," NVIDIA GEFORCE 8600 OR GT630 , RADEON HD 6750", Version 9.0, Broadband Internet connection, 8 GB available space
q.u.q.,70,Overwhelmingly Positive,132,motijan,Indie,,,,,,,, 300 MB available space
Hunt: Showdown - The Lawless,195,Very Positive,76,Crytek,Action,,['Windows10'], Intel i5-4590 @ 3.3GHz (4th Generation), 8 MB RAM, NVIDIA GeForce GTX 660 TI, Version 11, Broadband Internet connection, 20 GB available space
FlatOut 2™,199,Overwhelmingly Positive,177,Bugbear Entertainment,Racing,76,,,,,,,
Five Nights at Freddy's: Security Breach,725,Very Positive,578,Steel Wool Studios,"Action, Adventure, Indie",,['Windows10']," AMD Ryzen 5 3600, Core i5 6600K", 8 GB RAM, Nvidia GeForce GTX 1050 Ti, Version 12,, 80 GB available space
DYSMANTLE,435,Very Positive,96,10tons Ltd,"Action, Adventure, Indie, RPG, Simulation",,"['WindowsVista', 'Windows7', 'Windows8', 'Windows10']", 64-bit, 2048 MB RAM, SM 4.0+, Version 11,, 768 MB available space
Tribes of Midgard,499,Mostly Positive,298,Norsfell,"Action, Adventure, Indie, RPG",,['Windows7'], Intel Quad Core i5-2300, 8 GB RAM, Nvidia GeForce GTX 560 (1GB), Version 11, Broadband Internet connection, 8 GB available space
Gold Rush: The Game,720,Mostly Positive,83,Code Horizon,"Indie, Simulation",,['Windows7'], Intel Core i5, 8 GB RAM, NVidia GeForce GTX 760, Version 11,, 19 GB available space
War Thunder - A-10A Thunderbolt (Early) Pack,4499,Mixed,105,Gaijin Entertainment,"Action, Free to Play, Massively Multiplayer, Simulation",,"['Windows7', 'Windows8', 'Windows10']", Dual-Core 2.2 GHz, 4GB (Windows Vista/7 SP1/8/10)," DirectX 10.1 level video card: AMD Radeon 77XX , NVIDIA GeForce GTX 660. The minimum supported resolution for the game is 720p.",,,
Rising Front,550,Very Positive,113,Sandstorm Studios Inc.,"Action, Casual, Simulation, Strategy, Early Access",,['Windows10'], 1.7 GHz, 4 GB RAM, intel hd graphics,,, 1 GB available space
RWBY: Arrowfell,1100,Mostly Positive,118,WayForward,"Action, Adventure",,['Windows10'], Intel(R) Core 2 Duo E7500, 4 GB RAM, NVIDIA GeForce GTX 750, Version 11,, 5 GB available space
Age of Wonders: Planetfall,930,Mostly Positive,30,Triumph Studios,Strategy,81,"['Windows7', 'Windows8', 'Windows10']", Intel Core i5 (3rd Generation), 6 GB RAM, nVidia GTX 650Ti 1GB, Version 11, Broadband Internet connection, 20 GB available space
Kingdom Rush Vengeance - Tower Defense,435,Very Positive,56,Ironhide Game Studio,Strategy,,['Windows7'], Dual Core CPU, 4 GB RAM, OpenGL 3.0 compliant with 512MB of video RAM.,,, 2 GB available space
American Truck Simulator - Oregon,549,Very Positive,806,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class (Intel HD 4000),,, 100 MB available space
Crosshair X,195,Very Positive,362,CenterPoint Gaming,"Action, Utilities",,['Windows10'],,,,,,
Gunfire Reborn - Visitors of Spirit Realm,220,Very Positive,10,Duoyi Games,"Action, Adventure, Indie, RPG",,['Windows7']," Intel Core i5-6400 , AMD FX-8320", 4 GB RAM," GTX 960 , R9 280", Version 11, Broadband Internet connection, 4 GB available space
Brewmaster: Beer Brewing Simulator,444,Very Positive,18,Auroch Digital,Simulation,,['Windows7']," Intel(R) Core(TM)2 Quad 2.7 Ghz, AMD Phenom(TM)II X4 3 Ghz", 4 GB RAM," GeForce GTX 260, Radeon HD 5770, 1024 MB, Shader Model 3.0", Version 11,, 7 GB available space
Fade to Silence,999,Mixed,916,Black Forest Games,RPG,57,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i5-2400,AMD FX-8320", 12 GB RAM, NVIDIA GeForce GTX 760,,, 30 GB available space
Euro Truck Simulator 2 - FH Tuning Pack,169,Very Positive,624,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class (Intel HD 4000),,,
HELLCARD,599,Very Positive,198,Thing Trunk,"Adventure, Indie, RPG, Strategy, Early Access",,['Windows7'], 1.7 GHz Dual Core, 2 GB RAM, 512 MB DirectX 9.0c compatible graphics card,,,
Duck Game,289,Overwhelmingly Positive,217,Landon Podbielski,"Action, Indie",82,['Windows7'], 2.0GHZ, 1 GB RAM, Pixel Shader 2.0, Version 9.0,, 150 MB available space
Action Taimanin,0,Very Positive,271,LiLith,"Action, Adventure, Free to Play, RPG",,['Windows7'], Intel(R) Core(TM) i5-2520M, 4 GB RAM, GeForce GTX 500 series, Version 11, Broadband Internet connection, 3 GB available space
Wylde Flowers,849,Very Positive,56,Studio Drydock Pty Ltd,"Adventure, Simulation",,['Windows7'], X64 architecture with SSE2 instruction set support, 4 GB RAM," DX10, DX11, and DX12-capable GPUs", Version 10,, 4 GB available space
Ultimate Chicken Horse,349,Very Positive,853,Clever Endeavour Games,"Action, Casual, Indie",,['Windows7'], 1.5GHZ +, 2 GB RAM," 512 MB VRAM  Intel HD 4000 , GeForce 200  Series , Radeon HD 4000 Series", Version 9.0c,, 2 GB available space
The Jackbox Party Pack 4,880,Very Positive,30,"Jackbox Games, Inc.","Casual, Indie, Strategy",,['Windows7'], 2.0 Ghz Quad Core, 4 GB RAM,,, Broadband Internet connection, 1 GB available space
Space Engineers - Heavy Industry,133,Mostly Positive,143,Keen Software House,"Action, Indie, Simulation, Strategy",,['Windows10'], Intel i5 @ 3.0 GHz, 8 GB RAM," Geforce 750,Radeon R9 270X", Version 11,, 25 GB available space
Katana ZERO,360,Overwhelmingly Positive,1093,Askiisoft,"Action, Indie",83,['Windows7'], Intel Pentium E2180 (2 * 2000), 1 GB RAM, GeForce 7600 GT (256 MB), Version 10,, 200 MB available space
Initial Drift Online,133,Mixed,92,RewindApp,"Action, Indie, Massively Multiplayer, Racing, Simulation",,"['Windows7', 'Windows8', 'Windows10']"," AMD Athlon X2 2.8 GHZ, Intel Core 2 Duo 2.4 GHZ", 4 GB RAM," AMD Radeon HD 6450, Nvidia GeForce GT 460",,, 4 GB available space
HARD BULLET,599,Very Positive,90,GexagonVR,"Action, Adventure, Indie, Simulation, Early Access",,['Windows10']," Intel Core i5-4590 , Ryzen 5 3600", 8 GB RAM, GeForce GTX 1060,,, 15 GB available space
Stellaris: Aquatics Species Pack,385,Very Positive,608,"Paradox Development Studio, Paradox Arctic","Simulation, Strategy",,['Windows7'], Intel® Core™ i3-530, 4 GB RAM," Nvidia® GeForce™ GTX 460 , AMD® ATI Radeon™ HD 5870 (1GB VRAM) , AMD® Radeon™ RX Vega 11 , Intel® HD Graphics 4600", Version 9.0,, 10 GB available space
Farming Simulator 15,299,Very Positive,46,Giants Software,Simulation,64,"['WindowsVista', 'Windows7', 'Windows8']", 2.0 GHz Intel, 2 GB RAM," 512 MB OF VIDEO MEMORY ATI RADEON HD 2600,NVIDIA GEFORCE 8600 OR HIGHER",, Broadband Internet connection, 3 GB available space
Dinkum,435,Very Positive,572,James Bendon,"Indie, RPG, Simulation, Early Access",,"['Windows7', 'Windows8', 'Windows10']", Intel Core i3, 4 GB RAM," NVIDIA GTX 560, AMD Radeon HD 6970", Version 9.0c, Broadband Internet connection, 1 GB available space
Thief Simulator VR,435,Mixed,15,GameBoom VR,"Action, Indie, Simulation",,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i5-7600 , AMD equivalent", 12 GB RAM," NVIDIA GeForce GTX 970 , AMD equivalent", Version 11,, 8 GB available space
Dead Cells: Fatal Falls,133,Very Positive,10,"Motion Twin, Evil Empire","Action, Indie",,['Windows7'], Intel i5+, 2 GB RAM," Nvidia 450 GTS , Radeon HD 5750",,, 500 MB available space
Men of War: Assault Squad 2,1100,Very Positive,309,Digitalmindsoft,"Action, Simulation, Strategy",68,['Windows7']," 4.0 GHz single-core, 2.0 GHz dual-core", 4 GB RAM, DirectX 11 compatible, Version 11,, 6 GB available space
MADiSON,749,Very Positive,46,BLOODIOUS GAMES,"Action, Adventure, Indie, Simulation",,[], Intel® Core™ i3, 6 GB RAM, NVIDIA® GeForce® GTX 950, Version 10,, 10 GB available space
Creed: Rise to Glory™,515,Mostly Positive,21,Survios,"Action, Indie, Simulation, Sports",,['Windows10'], Intel i5-4590, 4 GB RAM, NVIDIA GeForce GTX 970 | AMD R9 290X, Version 11, Broadband Internet connection, 4 GB available space
Tap Wizard 2,0,Mostly Positive,369,TopCog LLC,"Action, Free to Play, Indie, RPG, Simulation, Early Access",,['Windows10'],, 1024 MB RAM,, Version 9.0,, 500 MB available space
Deadside,710,Mixed,250,Bad Pixel,"Action, Adventure, Indie, Massively Multiplayer, Early Access",,"['Windows7', 'Windows8', 'Windows10']"," Core i3 , AMD FX", 4 GB RAM," GT 1030 , RX 550", Version 11, Broadband Internet connection, 25 GB available space
Outer Wilds,775,Overwhelmingly Positive,924,Mobius Digital,"Action, Adventure",85,['Windows7'], Intel Core i5-2300 | AMD FX-4350, 6 GB RAM," Nvidia GeForce GTX 660, 2 GB | AMD Radeon HD 7870, 2 GB",,, 8 GB available space
Don't Starve,259,Overwhelmingly Positive,562,Klei Entertainment,"Adventure, Indie, Simulation",79,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8']",1.7+ GHz,1+ gigs of RAM GB RAM,Radeon HD5450,,,
STEINS;GATE,1035,Overwhelmingly Positive,224,MAGES. Inc.,Adventure,87,"['Windows7', 'Windows8', 'Windows10']", Core i3 of Sandy Bridge generation, 4 GB RAM, Intel HD Graphics Series (It needs 1GB memory allocation), Version 9.0c, Broadband Internet connection, 13 GB available space
Medieval Dynasty - Official Guide,899,Mixed,26,Render Cube,"Action, Adventure, RPG, Simulation",,['Windows7'], 3 GHz Quad Core Processor, 8 GB RAM," DirectX 11 compatible GPU, 4GB dedicated VRAM (GeForce GTX 970 , Radeon RX 480)", Version 11,, 100 MB available space
My Time at Sandrock,849,Very Positive,215,Pathea Games,"Adventure, Casual, Indie, RPG, Simulation, Early Access",,[], Intel Core i3-2100 | AMD FX-6300, 8 GB RAM, Nvidia GeForce GTX760 | AMD Radeon 7950, Version 11,, 20 GB available space
Propnight Supporter Pack,205,Very Positive,16,FNTASTIC,"Action, Adventure, Casual",,['Windows10'], Requires a 64-bit processor and operating system, 8 GB RAM, Geforce GTX 960, Version 11, Broadband Internet connection, 15 GB available space
THE KING OF FIGHTERS XV,2129,Very Positive,240,SNK CORPORATION,Action,85,['Windows7'], Intel Core i5, 8 GB RAM," Nvidia GeForce GTX 770 2GB , AMD Radeon R9 280 3GB", Version 11,, 65 GB available space
Alone in the Dark (2008),249,Mixed,11,"Eden Games, Hydravision Entertainment","Action, Adventure",55,"['WindowsXP', 'WindowsVista']"," Intel Pentium® D 2.6 GHz, AMD Athlon™ X2 3800+", 1 GB RAM," NVIDIA GeForce 7600, ATI Radeon X1650 XT", Version 9.0c, Broadband Internet connection, 9 GB available space
Ghostrunner,1499,Very Positive,441,"One More Level, 3D Realms, Slipgate Ironworks™, All in! Games",Action,81,['Windows7'], Intel Core i5-2500K (4 * 3300) AMD Phenom II X4 965 (4 * 3400), 8 GB RAM," GeForce GTX 1050 (2048 MB) , Radeon RX 550 (4096 MB)",,, 22 GB available space
NARUTO TO BORUTO: SHINOBI STRIKER,1999,Very Positive,539,Soleil Ltd.,Action,,"['Windows7', 'Windows8', 'Windows10']", Intel Core i3-8350K, 4 GB RAM, Nvidia GeForce GT 640, Version 11, Broadband Internet connection, 40 GB available space
Mist Legacy,0,Mostly Positive,1182,Virtys,"Free to Play, Indie, Massively Multiplayer, RPG",,['Windows7'], 2.0 Ghz, 3 GB RAM, Anything qualifying as a GPU, Version 10, Broadband Internet connection, 8 GB available space
Warhammer: Chaos And Conquest,0,Mostly Negative,11,Hunted Cow Studios,"Free to Play, Massively Multiplayer, Simulation, Strategy",,['Windows10'], Intel® Core™ 2 Duo E6600, 2 GB RAM, Graphics Card Recommended. (OpenGL 3.0 support and above), Version 11,, 1 GB available space
The Forgotten City,880,Very Positive,123,Modern Storyteller,"Adventure, Indie, RPG",84,['Windows7'], 3GHz (4 Core) CPU, 8 GB RAM, NVIDIA GTX 750 Ti 2GB | AMD Radeon R7 265, Version 11,, 26 GB available space
Eternium,0,Very Positive,57,DreamPrimer SRL,"Action, Adventure, Free to Play, Indie, RPG, Early Access",,['Windows7'], Intel® Pentium® D, 4096 MB RAM," NVIDIA® GeForce® 8 Series, ATI™ Radeon™ HD 2000 Series, Intel® HD Graphics 2000", Version 10, Broadband Internet connection, 1024 MB available space
BADLAND: Game of the Year Edition,279,Very Positive,23,Frogmind,"Action, Adventure, Indie",79,['Windows7'], 2.0 GHz CPU (Dual Core recommended), 1 GB RAM," Graphics Card made within the last 5 years (Pixel Shader 2.0, Vertex Shader 2.0)",,, 300 MB available space
Occult,133,Mixed,22,Renderise,"Action, Adventure, Indie, Massively Multiplayer",,['Windows10'], Intel i5, 4 GB RAM, 1 GB Video RAM, Version 11,, 8 GB available space
Apex Point,415,Very Positive,444,Apex Studio,"Indie, Racing, Simulation, Early Access",,['Windows10']," Intel Core I5 2400 , AMD FX 8350", 8 GB RAM," NVIDIA Geforce GTX 750ti , AMD R7 360", Version 9.0,, 7 GB available space
Aquatico,465,Very Positive,62,Digital Reef Games,"Simulation, Strategy",,['Windows10'], Intel® Core™ i5-3470, 10 GB RAM, GeForce GTX 1050 3 GB,,, 10 GB available space
TEKKEN 7,1199,Very Positive,837,BANDAI NAMCO Studios Inc.,"Action, Sports",82,"['Windows7', 'Windows8', 'Windows10']", Intel Core i3-4160 @ 3.60GHz, 6 GB RAM," NVIDIA GeForce GTX 660 2GB, GTX 750Ti 2GB,", Version 11, Broadband Internet connection, 60 GB available space
Farming Simulator 17,435,Very Positive,139,GIANTS Software,Simulation,69,"['Windows7', 'Windows8', 'Windows10']", 2.0 GHz Intel, 2 GB RAM," Nvidia Geforce GTS 450 Series, AMD Radeon HD 6770 graphics card",, Broadband Internet connection, 6 GB available space
Project CARS 3,1999,Mixed,15,Slightly Mad Studios,Racing,,[], 3.5 GHz Intel Core i5 3450, 8 GB RAM, GTX680, Version 11,, 50 GB available space
HYPERVIOLENT,550,Positive,15,Terminist Arcade,"Action, Indie, Early Access",,['Windows10'], Intel i5-7400, 8 GB RAM, Nvidia GTX 960, Version 9.0,, 2500 MB available space
Catan Universe,0,Mixed,170,Client/Frontend: Endava  / Backend: SuperNimbus,"Casual, Strategy",,['Windows10'], 1.5Ghz Dual-Core Intel Core i5, 2 GB RAM, Open GL 3.1+ Compliant, Version 11, Broadband Internet connection, 1 GB available space
Maid of Sker,465,Mostly Positive,1134,Wales Interactive,"Action, Adventure, Indie",69,['Windows7'], Intel® Core™ i5-4460, 8 GB RAM, NVIDIA® GeForce® GTX 760, Version 11,, 15 GB available space
Steel Division 2,2499,Very Positive,98,Eugen Systems,"Action, Indie, Simulation, Strategy",73,"['Windows10', 'Windows8', 'Windows7']"," Intel Celeron G4920 (Legacy: i3-2100) , AMD Athlon 200GE", 4 GB RAM," Nvidia GeForce GT 1030 (Legacy: Nvidia GeForce GTS 450), AMD Radeon RX 460 (Legacy: ATI Radeon HD 5570)", Version 11, Broadband Internet connection, 50 GB available space
Accident,1900,Mostly Positive,18,"Duality Games, Glob Games Studio","Indie, Simulation",,[]," Intel Core i5-2500 @ 3,30 GHz (4 CPUs)", 6 GB RAM, NVidia GeForce GTX 960 4GB, Version 11,, 18 GB available space
Stoneshard,990,Mixed,180,Ink Stains Games,"Adventure, Indie, RPG, Strategy, Early Access",,"['Windows7', 'Windows8', 'Windows10']", Intel Core 2 Duo E6320, 2 GB RAM, GeForce 7600 512 Mb, Version 10,, 500 MB available space
DEATH STRANDING DIRECTOR'S CUT,3299,Very Positive,461,KOJIMA PRODUCTIONS,"Action, Adventure",85,['Windows10'], Intel® Core™ i5-3470, 8 GB RAM, GeForce GTX 1050 4 GB, Version 12,, 80 GB available space
Car Mechanic Simulator 2021 - Drag Racing DLC,360,Mostly Positive,62,Red Dot Games,"Racing, Simulation",,['Windows10'],,,,,,
Astro Colony,659,Very Positive,48,Terad Games,"Action, Adventure, Casual, Indie, Simulation, Strategy, Early Access",,['Windows7'], i3, 4 GB RAM," ATi 7770, Nvidia GeForce GTX 660", Version 10,, 3 GB available space
Selene ~Apoptosis~,0,Very Positive,514,"Viscum key, Nupu Neko Dev",Adventure,,['WindowsXP'], 1.2 GHz Pentium 4, 512 MB RAM,,,, 800 MB available space
Kingdoms Reborn,435,Mostly Positive,73,Earthshine,"Indie, Simulation, Strategy, Early Access",,['Windows7'], Intel Core I5-2500K (3.30 GHz 4-Cores), 8 GB RAM," Dedicated graphics card, GTX 750 Ti 2GB", Version 11,, 5 GB available space
The Magical Mixture Mill,899,Positive,40,Glowlight,"Adventure, Casual, Indie, Simulation, Early Access",,['Windows7'], AMD Ryzen 5 3600, 1000 MB RAM, GeForce GTX 650,,, 1000 MB available space
Conarium,710,Mostly Positive,1611,Stormling Studios,"Adventure, Indie",71,['Windows7'], 3.60GHz Intel Core i3-4160, 6 GB RAM," NVIDIA GeForce GTX 480,570,670, ATI Radeon HD 5870,5850", Version 11,, 8 GB available space
Labyrinthine,259,Very Positive,360,Valko Game Studios,"Action, Adventure, Indie, Early Access",,['Windows7'], Intel i5, 6 GB RAM, ATI HD7900 series, Version 11, Broadband Internet connection, 20 GB available space
Castle Crashers®,449,Very Positive,820,The Behemoth,"Action, Adventure, Casual, Indie, RPG",,"['WindowsXP', 'WindowsVista', 'Windows7']",Intel Core 2 Duo 2GHz+,1 GB RAM,256 MB video card,,,
APB Reloaded,0,Mixed,147,Reloaded Productions,"Action, Free to Play, Massively Multiplayer",,['Windows7'],Intel Core 2 Duo E6420 (2.13GHz),3 GB RAM,"GeForce 7800 with 256MB and support for Pixel Shader 3.0,",,,
Superliminal,435,Very Positive,368,Pillow Castle,"Action, Adventure",,['Windows7'], 2.0GHz, 4 GB RAM, NVidia GTX 750, Version 10,, 12 GB available space
Intruder,435,Very Positive,73,Superboss Games,Early Access,,['Windows7']," 64-bit, 2 GHz", 4 GB RAM, Intel HD 3000, Version 11, Broadband Internet connection, 1 GB available space
Legion TD 2 - Multiplayer Tower Defense,599,Very Positive,109,AutoAttack Games,"Casual, Indie, Strategy",,['Windows7'], Dual core from Intel, 8 GB RAM," Nvidia GTX 960 , AMD R9 280X", Version 10, Broadband Internet connection, 2 GB available space
Battlefleet Gothic: Armada 2,799,Mixed,77,Tindalos Interactive,Strategy,77,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i5-3450 (3.1 GHz),AMD FX-6300 (3.5 GHz)", 8 GB RAM," 2 GB, GeForce GTX 660,Radeon HD 7870",,, 50 GB available space
House Flipper - Pets DLC,550,Very Positive,329,"Frozen Way, Empyrean","Casual, Indie, Simulation",,['Windows7'], i5-6500 | Ryzen 5 1600, 6 GB RAM, GeForce GTX 780 | Radeon HD 7970, Version 11,, 10 GB available space
Children of Morta,465,Very Positive,291,Dead Mage,"Action, Adventure, Indie, RPG",82,['Windows7'], 2.8 GHz Dual Core CPU, 4 GB RAM," GeForce GTX 660, Radeon R7 370", Version 11,, 2 GB available space
